name,id,nametype,recclass,mass,fall,year,reclat,reclong
Colville Lake 002,5413,Valid,H5,100,Found,1986,-29.785,126.58833
Hughes 030,11954,Valid,R3-6,100,Found,1991,-30.668,129.462
Dar al Gani 049,5565,Valid,L4/5,100,Found,1995,27.30583,16.13567
Meteorite Hills 96523,16582,Valid,L6,100,Found,1996,-79.68333,159.75
Dar al Gani 523,6071,Valid,L4/5,100,Found,1997,27.1365,16.0835
Dar al Gani 546,6094,Valid,L6,100,Found,1997,27.20267,16.11717
Queen Alexandra Range 99191,21642,Valid,L6,100,Found,1999,-84,168
Dar al Gani 883,6430,Valid,H5-6,100,Found,2000,27.08333,16.11667
Dar al Gani 884,6431,Valid,H4,100,Found,2000,27.1,16.1
Hammadah al Hamra 270,11753,Valid,L3-5,100,Found,2000,28.686,12.90267
Hammadah al Hamra 298,11781,Valid,L6,100,Found,2000,29.08333,12.46667
Sayh al Uhaymir 030,23222,Valid,L6,100,Found,2000,20.82583,57.19933
Hammadah al Hamra 321,11804,Valid,H5,100,Found,2001,29.03617,11.5065
Dhofar 841,7587,Valid,H6,100,Found,2002,18.63,54.05
Sayh al Uhaymir 126,23318,Valid,L6,100,Found,2002,20.98,57.33333
Jodiya,47362,Valid,L5,100,Fell,2006,22.68,70.31333
Great Sand Sea 026,49490,Valid,H6,100,Found,2007,28.18917,25.62167
United Arab Emirates 022,51044,Valid,L6,100,Found,2009,22.89492,55.17081
Asuka 881923,4632,Valid,LL3,100.05,Found,1988,-72,26
Meteorite Hills 00581,15815,Valid,LL6,100.21,Found,2000,-79.68333,155.75
Yamato 791195,26544,Valid,Eucrite-cm,100.29,Found,1979,-71.5,35.66667
New Moore (a),16958,Valid,OC,100.3,Found,1972,33.11667,-102.11667
Camel Donga 007,5210,Valid,L5,100.3,Found,1986,-30.31667,126.61667
Yamato 791979,27328,Valid,H4,100.33,Found,1979,-71.5,35.66667
Queen Alexandra Range 97288,20746,Valid,L6,100.4,Found,1997,-84,168
Yamato 791982,27331,Valid,H4,100.42,Found,1979,-71.5,35.66667
Ramlat as Sahmah 209,35643,Valid,H5,100.47,Found,2003,20.58408,55.85287
Meteorite Hills A78014,16610,Valid,H6,100.5,Found,1978,-79.68333,155.75
Sayh al Uhaymir 465,51664,Valid,H~6,100.5,Found,2008,20.0136,56.55787
Asuka 880987,3696,Valid,H5,100.52,Found,1988,-72,26
Asuka 881780,4489,Valid,H4,100.53,Found,1988,-72,26
Asuka 880070,2779,Valid,H5,100.55,Found,1988,-72,26
Yamato 790271,25620,Valid,H4,100.6,Found,1979,-71.5,35.66667
Reid 026,22581,Valid,LL6,100.6,Found,1991,-30.24833,128.63528
Elephant Moraine 96293,9884,Valid,Ureilite,100.6,Found,1996,-76.18333,157.16667
Jiddat al Harasis 452,48603,Valid,L4,100.614,Found,2007,19.74997,56.30958
Ramlat as Sahmah 333,55641,Valid,H3.6,100.68,Found,2010,20.80225,55.44393
Geologists Range 99104,10878,Valid,L6,100.7,Found,1999,-82.5,155.5
Meteorite Hills 00626,15860,Valid,H6,100.78,Found,2000,-79.68333,155.75
Allan Hills 84159,761,Valid,H6,100.8,Found,1984,-76.72351,158.70345
Lewis Cliff 88169,13922,Valid,L6,100.8,Found,1988,-84.24933,161.49368
Graves Nunataks 95219,10979,Valid,H5,100.8,Found,1995,-86.71667,-141.5
Elephant Moraine 96251,9842,Valid,H6,100.8,Found,1996,-76.18333,157.16667
Queen Alexandra Range 97804,21259,Valid,H6,100.8,Found,1997,-84,168
Asuka 882065,4774,Valid,H6,100.85,Found,1988,-72,26
Shi��r 160,48649,Valid,Lunar,100.86,Found,2008,18.33633,53.3335
Meteorite Hills 00490,15725,Valid,LL5,100.92,Found,2000,-79.68333,155.75
Ramlat as Sahmah 402,55497,Valid,H4,100.94,Found,2010,20.14505,55.76795
Grove Mountains 022219,46598,Valid,L5,100.95,Found,2003,-72.77833,75.32083
Bronco (b),5148,Valid,OC,101,Found,1980,33.275,-102.96
Pecora Escarpment 91389,18680,Valid,LL6,101,Found,1991,-85.63333,-68.7
Dar al Gani 529,6077,Valid,L6,101,Found,1997,27.01867,16.32033
Acfer 400,55264,Valid,CR2,101,Found,2001,27.50083,3.86617
Dhofar 480,7241,Valid,Eucrite,101,Found,2001,19.13828,54.89889
Dhofar 693,7450,Valid,H5,101,Found,2001,19.4212,54.7952
Acfer 382,35483,Valid,H5,101,Found,2002,27.63333,3.93333
Eldee 002,47704,Valid,L6-melt breccia,101,Found,2006,-31.66417,141.23375
Dar al Gani 1021,5638,Valid,H5,101.1,Found,2000,27.01083,16.18167
Ramlat as Sahmah 265,48633,Valid,L3,101.15,Found,2002,20.02968,56.4332
Sayh al Uhaymir 139,23331,Valid,H4/5,101.18,Found,2001,21.18697,57.20867
Queen Alexandra Range 99314,21764,Valid,L5,101.2,Found,1999,-84,168
Asuka 882085,4794,Valid,L6,101.24,Found,1988,-72,26
Elephant Moraine 96186,9778,Valid,H6,101.3,Found,1996,-76.18333,157.16667
Grove Mountains 022025,46815,Valid,L6,101.39,Found,2003,-72.78361,75.29639
Allan Hills 84164,766,Valid,L6,101.4,Found,1984,-76.82065,158.25808
Elephant Moraine 90157,8566,Valid,L6,101.4,Found,1990,-76.27738,156.51248
Queen Alexandra Range 97015,20422,Valid,LL5,101.4,Found,1997,-84,168
Yamato 793470,28819,Valid,L6,101.41,Found,1979,-71.5,35.66667
Asuka 87311,2668,Valid,H4,101.42,Found,1987,-72,26
Meteorite Hills 00501,15736,Valid,LL6,101.46,Found,2000,-79.68333,155.75
Meteorite Hills 00549,15784,Valid,L5,101.48,Found,2000,-79.68333,155.75
Thylacine Hole 001,23981,Valid,H4/5,101.5,Found,1977,-31.58333,127.6
Lewis Cliff 87174,13640,Valid,L6,101.5,Found,1987,-84.35231,161.20166
MacAlpine Hills 88135,15299,Valid,H5,101.6,Found,1988,-84.21667,160.5
Queen Alexandra Range 97431,20887,Valid,LL5,101.6,Found,1997,-84,168
Yamato 791558,26907,Valid,LL3.15,101.64,Found,1979,-71.5,35.66667
Elephant Moraine 90266,8675,Valid,L6,101.7,Found,1990,-76.27918,156.47755
Queen Alexandra Range 99312,21762,Valid,L5,101.7,Found,1999,-84,168
Lewis Cliff 86312,13244,Valid,H5,101.8,Found,1986,-84.29439,161.31133
Queen Alexandra Range 97490,20946,Valid,LL5,101.8,Found,1997,-84,168
Queen Alexandra Range 97491,20947,Valid,LL5,101.8,Found,1997,-84,168
Queen Alexandra Range 99037,21489,Valid,L5,101.9,Found,1999,-84,168
Shalim 012,51965,Valid,H4,101.9,Found,2009,18.94255,55.63143
Umm as Samim 021,55421,Valid,H5,101.98,Found,2010,21.23513,55.53483
Nullagine,17940,Valid,H5,102,Found,1973,-21.86667,120.11667
Tanezrouft 009,23810,Valid,H4/5,102,Found,1989,25.33333,0.46667
Queen Alexandra Range 93525,19613,Valid,L5,102,Found,1993,-84,168
Dhofar 047,6746,Valid,L5/6,102,Found,1999,19.22183,54.69267
Dar al Gani 814,6361,Valid,L4,102,Found,2000,26.99,16.39783
Dar al Gani 885,6432,Valid,H6,102,Found,2000,26.1,16.06667
Dhofar 777,7523,Valid,LL6,102,Found,2000,18.84122,54.7564
Northwest Africa 542,17789,Valid,LL6,102,Found,2000,31.1,-5.18333
Dhofar 539,7300,Valid,H5,102,Found,2001,18.18833,54.16667
Dhofar 863,7609,Valid,L5,102,Found,2002,19.38333,54.59333
El M��dano 020,54483,Valid,L6,102,Found,2010,-24.85,-70.53333
Grove Mountains 021791,46801,Valid,L5,102.02,Found,2003,-72.77361,75.32222
Asuka 881372,4081,Valid,L6,102.09,Found,1988,-72,26
Asuka 881695,4404,Valid,L3,102.13,Found,1988,-72,26
Ramlat as Sahmah 260,35689,Valid,H~6,102.4,Found,2004,20.0018,56.4922
Yamato 74081,24459,Valid,H4,102.5,Found,1974,-71.80528,36.175
Allan Hills 88012,1056,Valid,L6,102.5,Found,1988,-76.72243,158.7182
Pecora Escarpment 91183,18474,Valid,H5,102.5,Found,1991,-85.68782,-67.72854
Yamato 790538,25887,Valid,LL,102.58,Found,1979,-71.5,35.66667
Allan Hills A78119,1734,Valid,LL3.5,102.6,Found,1978,-76.71667,159.66667
Elephant Moraine 87587,8137,Valid,L6,102.6,Found,1987,-76.27598,156.50251
Lewis Cliff 85340,12810,Valid,L5,102.7,Found,1985,-84.28505,161.36984
Asuka 881237,3946,Valid,H6,102.79,Found,1988,-72,26
Lewis Cliff 86225,13161,Valid,H5,102.8,Found,1986,-84.27397,161.68717
Meteorite Hills 00605,15839,Valid,L5,102.88,Found,2000,-79.68333,155.75
Elephant Moraine 90442,8851,Valid,L6,102.9,Found,1990,-76.27185,156.44137
Graves Nunataks 98043,11035,Valid,Eucrite-br,102.9,Found,1998,-86.71667,-141.5
MacAlpine Hills 02632,14930,Valid,H6,102.9,Found,2002,-84.21667,160.5
Grove Mountains 022023,46813,Valid,L5,102.91,Found,2003,-72.78306,75.30278
Yamato 75139,25180,Valid,L6,103,Found,1975,-71.5,35.66667
Allan Hills 88011,1055,Valid,H3,103,Found,1988,-76.72395,158.74208
Acfer 180,188,Valid,H3.9-5,103,Found,1990,27.6,4.16667
Dar al Gani 343,5891,Valid,H4,103,Found,1997,27.15467,16.079
Dar al Gani 508,6056,Valid,H4,103,Found,1997,27.26683,16.06683
Dar al Gani 531,6079,Valid,L6,103,Found,1997,27.18867,16.33383
Dar al Gani 415,5963,Valid,H5/6,103,Found,1998,27.3785,16.1855
Dar al Gani 598,6145,Valid,H5,103,Found,1998,26.92817,16.476
Dhofar 638,7395,Valid,L6,103,Found,2001,19.20277,54.65562
Ramlat as Sahmah 303,51904,Valid,H4,103,Found,2009,20.44722,56.12088
Queen Alexandra Range 90246,19051,Valid,L5,103.1,Found,1990,-84.59805,162.21336
Lahmada 005,12418,Valid,L4/5,103.1,Found,1999,27.16667,-9.5
Jiddat al Harasis 318,45844,Valid,H~5,103.1,Found,2001,19.41865,55.57452
Meteorite Hills 01253,16485,Valid,H6,103.1,Found,2001,-79.68333,159.75
Watson 012,52944,Valid,H7,103.1,Found,2009,-30.56667,131.5
Grove Mountains 022123,46842,Valid,L5,103.12,Found,2003,-72.77889,75.31361
Meteorite Hills 00540,15775,Valid,LL6,103.18,Found,2000,-79.68333,155.75
Asuka 881629,4338,Valid,L6,103.21,Found,1988,-72,26
Sayh al Uhaymir 153,23345,Valid,L4/5,103.28,Found,2002,21.038,57.29283
Riverton,22613,Valid,H5,103.3,Found,1960,50.94,-96.99167
Jiddat al Harasis 591,51940,Valid,H5,103.3,Found,2009,19.4221,56.7003
Grove Mountains 051629,46448,Valid,L6,103.37,Found,2006,-72.78083,75.32083
Elephant Moraine 90071,8481,Valid,L6,103.4,Found,1990,-76.29026,156.45207
Elephant Moraine 90496,8905,Valid,L6,103.4,Found,1990,-76.26833,156.49233
Graves Nunataks 98054,11046,Valid,Eucrite-br,103.4,Found,1998,-86.71667,-141.5
Allan Hills 99101,1300,Valid,LL3,103.4,Found,2000,-76.76098,159.45252
Biduna Blowhole 001,52648,Valid,L4,103.4,Found,2009,-31.01667,131.31667
Asuka 881901,4610,Valid,L6,103.46,Found,1988,-72,26
Allan Hills A77267,1578,Valid,L5,103.5,Found,1977,-76.71667,159.66667
Pecora Escarpment 91411,18702,Valid,L6,103.5,Found,1991,-85.68834,-68.33969
Elephant Moraine 90165,8574,Valid,H5,103.6,Found,1990,-76.28222,156.5107
Elephant Moraine 90497,8906,Valid,L6,103.6,Found,1990,-76.27777,156.51493
Queen Alexandra Range 93699,19786,Valid,L5,103.6,Found,1993,-84,168
LaPaz Icefield 02376,12643,Valid,LL5,103.63,Found,2002,-86.36667,-70
LaPaz Icefield 02341,12608,Valid,H6,103.66,Found,2002,-86.36667,-70
Pecora Escarpment 91253,18544,Valid,H6,103.7,Found,1991,-85.32119,-69.86116
Elephant Moraine 92042,9444,Valid,CR2,103.7,Found,1992,-76.0652,156.00931
Queen Alexandra Range 94550,20182,Valid,L5,103.7,Found,1994,-84,168
Yamato 791981,27330,Valid,H4,103.73,Found,1979,-71.5,35.66667
San Juan 008 ,48685,Valid,LL6,103.78,Found,2007,-25.4485,-69.851833
Yamato 793449,28798,Valid,L6,103.79,Found,1979,-71.5,35.66667
Lewis Cliff 88174,13927,Valid,H4,103.8,Found,1988,-84.24857,161.36736
Elephant Moraine 90444,8853,Valid,L6,103.9,Found,1990,-76.28601,156.37789
Queen Alexandra Range 99313,21763,Valid,LL5,103.9,Found,1999,-84,168
Meteorite Hills 00624,15858,Valid,L5,103.91,Found,2000,-79.68333,155.75
Lewis Cliff 86086,13025,Valid,H5,104,Found,1986,-84.27894,161.61353
Acfer 095,104,Valid,H3.7,104,Found,1990,27.71667,4.38333
Forrest 014,10137,Valid,H5,104,Found,1990,-30.78333,127.75
Queen Alexandra Range 90257,19062,Valid,L5,104,Found,1990,-84.59479,162.36067
Hughes 022,11946,Valid,L5/6,104,Found,1991,-30.21583,129.72083
Muckera 003,16823,Valid,L6,104,Found,1991,-30.1755,130.089
Beckett Nunatak 92601,4992,Valid,L6,104,Found,1992,-76.03333,160.18333
Queen Alexandra Range 97292,20750,Valid,H5,104,Found,1997,-84,168
Queen Alexandra Range 99316,21766,Valid,LL5,104,Found,1999,-84,168
Dhofar 501,7262,Valid,H4,104,Found,2000,18.35,54.195
Dhofar 450,7224,Valid,L6,104,Found,2001,18.9135,54.4838
Dhofar 540,7301,Valid,E4,104,Found,2001,18.56,54.105
Dhofar 1306,34522,Valid,L4,104,Found,2004,18.34495,54.25875
Dhofar 1314,34530,Valid,H5,104,Found,2004,19.29667,54.56833
Yamato 75111,25152,Valid,L6,104.1,Found,1975,-71.5,35.66667
Elephant Moraine 90146,8555,Valid,L6,104.1,Found,1990,-76.26962,156.49471
Dar al Gani 1019,5635,Valid,L5,104.1,Found,1999,27.57139,16.08333
Yamato 86691,30197,Valid,L6,104.13,Found,1986,-71.5,35.66667
Yamato 792526,27875,Valid,H4,104.19,Found,1979,-71.5,35.66667
Yamato 75114,25155,Valid,L6,104.2,Found,1975,-71.5,35.66667
Allan Hills A81183,2143,Valid,H5,104.2,Found,1981,-76.66899,159.30365
Allan Hills A81247,2206,Valid,L6,104.2,Found,1981,-76.71664,158.73072
Elephant Moraine 90166,8575,Valid,H6,104.2,Found,1990,-76.28286,156.50181
Jiddat al Harasis 541,50937,Valid,H5,104.2,Found,2008,19.53657,55.16298
Camel Donga 048,50981,Valid,L5,104.3,Found,1993,-30.32,126.606
Elephant Moraine 99405,9948,Valid,L5,104.3,Found,1999,-76.18333,157.16667
Yamato 790360,25709,Valid,Stone-uncl,104.34,Found,1979,-71.5,35.66667
Pecora Escarpment 91006,18297,Valid,Eucrite-br,104.4,Found,1991,-85.69725,-67.67402
Pecora Escarpment 91410,18701,Valid,H6,104.4,Found,1991,-85.68991,-68.84543
Allan Hills 86603,1028,Valid,H5,104.5,Found,1986,-76.72947,159.41326
Graves Nunataks 98011,11003,Valid,L5,104.5,Found,1998,-86.71667,-141.5
Grove Mountains 021478,46541,Valid,L6,104.5,Found,2003,-72.935,75.325
Jiddat al Harasis 362,51629,Valid,L~5,104.5,Found,2003,19.34395,55.74462
Meteorite Hills 00550,15785,Valid,LL6,104.52,Found,2000,-79.68333,155.75
Asuka 882066,4775,Valid,LL6,104.54,Found,1988,-72,26
Asuka 881937,4646,Valid,L6,104.65,Found,1988,-72,26
Yamato 791212,26561,Valid,H4/5,104.79,Found,1979,-71.5,35.66667
Allan Hills 85044,910,Valid,H6,104.8,Found,1985,-76.70541,159.38493
Elephant Moraine 90499,8908,Valid,L6,104.9,Found,1990,-76.27376,156.4391
Meteorite Hills 00528,15763,Valid,H5,104.9,Found,2000,-79.68333,159.75
Acfer 061,70,Valid,H4-5,105,Found,1989,27.6,4.25
Acfer 078,87,Valid,H5,105,Found,1990,27.56667,4.15
Acfer 107,116,Valid,L6,105,Found,1990,27.45,3.75
Acfer 207,215,Valid,CH3,105,Found,1991,27.68806,4.37194
Queen Alexandra Range 93197,19286,Valid,L5,105,Found,1993,-84.5935,162.30936
Dar al Gani 421,5969,Valid,L6,105,Found,1998,27.8745,15.87217
Dar al Gani 843,6390,Valid,H5,105,Found,1998,27.035,16.1615
Dhofar 1064,6870,Valid,L6,105,Found,2000,18.86328,54.67993
Northwest Africa 543,17790,Valid,LL4,105,Found,2000,31.1,-5.18333
Acfer 397,53889,Valid,CR2,105,Found,2001,27.509,3.89583
Dhofar 1020,6822,Valid,H6,105,Found,2001,18.73693,54.47907
Hammadah al Hamra 317,11800,Valid,EL4,105,Found,2001,29.351,11.593
Dhofar 931,7633,Valid,L6,105,Found,2002,19.105,54.81833
Thumb Butte,53890,Valid,H3.8,105,Found,2008,35.16993,-114.45585
Caleta el Cobre 013,54631,Valid,L4,105,Found,2010,-24.25,-70.51667
Allan Hills A81295,2253,Valid,H5,105.1,Found,1981,-76.71372,158.77938
MacAlpine Hills 88137,15301,Valid,L6,105.1,Found,1988,-84.21667,160.5
Meteorite Hills 00507,15742,Valid,L5,105.13,Found,2000,-79.68333,155.75
Asuka 880777,3486,Valid,H5,105.15,Found,1988,-72,26
Lewis Cliff 88320,14071,Valid,H5,105.2,Found,1988,-84.26684,161.3574
Elephant Moraine 90447,8856,Valid,L6,105.2,Found,1990,-76.2669,156.44818
O'Malley 018,54947,Valid,H4,105.2,Found,2011,-30.98789,131.34067
Asuka 881726,4435,Valid,H3,105.25,Found,1988,-72,26
Asuka 881268,3977,Valid,H5,105.3,Found,1988,-72,26
Elephant Moraine 90230,8639,Valid,L6,105.3,Found,1990,-76.26583,156.40312
Dhofar 368,7150,Valid,H6,105.3,Found,2000,19.07348,54.80533
Al Huqf 057,45827,Valid,H5,105.3,Found,2001,19.53112,57.08427
Yamato 793483,28832,Valid,L5,105.32,Found,1979,-71.5,35.66667
Meteorite Hills 01242,16474,Valid,H6,105.4,Found,2001,-79.68333,159.75
Yamato 791983,27332,Valid,H4,105.42,Found,1979,-71.5,35.66667
Asuka 881363,4072,Valid,L4,105.42,Found,1988,-72,26
Dhofar 1691,56197,Valid,H5-6,105.5,Found,2011,18.21135,54.2995
Jiddat al Harasis 547,51424,Valid,H4-6,105.6,Found,2008,19.5382,55.16833
Yamato 791441,26790,Valid,L6,105.66,Found,1979,-71.5,35.66667
Graves Nunataks 98058,11050,Valid,L5,105.7,Found,1998,-86.71667,-141.5
Yamato 790199,25548,Valid,H,105.74,Found,1979,-71.5,35.66667
Elephant Moraine 90351,8760,Valid,L6,105.8,Found,1990,-76.27752,156.37694
Queen Alexandra Range 90263,19067,Valid,L5,105.8,Found,1990,-84.59633,162.29153
Yamato 791832,27181,Valid,L5,105.87,Found,1979,-71.5,35.66667
Grove Mountains 021576,46764,Valid,H4,105.88,Found,2003,-72.96389,75.21611
Yamato 794002,28956,Valid,Eucrite-pmict,105.9,Found,1979,-71.5,35.66667
Pecora Escarpment 91239,18530,Valid,H5,105.9,Found,1991,-85.56659,-68.42572
Allan Hills A81043,2003,Valid,H4,106,Found,1981,-76.71852,158.76464
Acfer 137,146,Valid,H4/5,106,Found,1990,27.58333,4.08333
Tanezrouft 035,23836,Valid,H5,106,Found,1991,25.48861,0.22222
Hammadah al Hamra 182,11665,Valid,L6,106,Found,1996,28.75817,12.60733
Temple Bar,23895,Valid,CR,106,Found,1998,35.91667,-114.43333
Dar al Gani 919,6460,Valid,H5,106,Found,2000,27.21667,16.13333
Dar al Gani 920,6461,Valid,H4,106,Found,2000,27.21667,16.15
LaPaz Icefield 02241,12508,Valid,LL5,106,Found,2002,-86.36667,-70
El M��dano 131,56696,Valid,H4,106,Found,2011,-24.85,-70.53333
Yamato 790453,25802,Valid,L5,106.06,Found,1979,-71.5,35.66667
Yamato 792919,28268,Valid,H4,106.08,Found,1979,-71.5,35.66667
Jiddat al Harasis 462,48613,Valid,L6,106.089,Found,2007,19.77558,56.35355
Yamato 793423,28772,Valid,L6,106.09,Found,1979,-71.5,35.66667
Yamato 75131,25172,Valid,L6,106.1,Found,1975,-71.5,35.66667
Jiddat al Harasis 250,35567,Valid,Mesosiderite,106.1,Found,2005,19.9767,56.42013
Grove Mountains 090143,57365,Valid,L5,106.16,Found,2010,-72.77628,75.31356
Meteorite Hills 00530,15765,Valid,LL5,106.17,Found,2000,-79.68333,155.75
MacAlpine Hills 88163,15327,Valid,H5,106.2,Found,1988,-84.21667,160.5
Grosvenor Mountains 95577,11305,Valid,CR1,106.2,Found,1995,-85.66667,175
Queen Alexandra Range 97433,20889,Valid,LL5,106.2,Found,1997,-84,168
Lucerne Valley 044,31369,Valid,L6,106.22,Found,2004,34.48413,-116.96083
Mount Prestrud 95413,16799,Valid,H5,106.3,Found,1995,-86.56667,-165.11667
Elephant Moraine 96267,9858,Valid,L6,106.4,Found,1996,-76.18333,157.16667
Asuka 87161,2518,Valid,H5,106.46,Found,1987,-72,26
Meteorite Hills 00574,15809,Valid,LL5,106.46,Found,2000,-79.68333,155.75
LaPaz Icefield 02244,12511,Valid,LL5,106.46,Found,2002,-86.36667,-70
Meteorite Hills 00625,15859,Valid,H6,106.49,Found,2000,-79.68333,155.75
Elephant Moraine 90070,8480,Valid,L6,106.5,Found,1990,-76.26799,156.45597
Frontier Mountain 93009,10640,Valid,L4,106.5,Found,1993,-72.99333,160.41528
Dhofar 1442,48544,Valid,Lunar,106.5,Found,2005,19.29167,54.57333
Meteorite Hills 00491,15726,Valid,LL6,106.57,Found,2000,-79.68333,155.75
Jiddat al Harasis 253,35570,Valid,Mesosiderite,106.6,Found,2005,19.98118,56.41658
Shi��r 107,35723,Valid,L~6,106.61,Found,2001,18.19028,53.80828
Dhofar 1425,35513,Valid,H~6,106.63,Found,2001,19.20077,54.78503
Lewis Cliff 85335,12805,Valid,H6,106.7,Found,1985,-84.28593,161.36361
Wisconsin Range 91607,24297,Valid,L4,106.7,Found,1991,-86.52309,-123.96975
Wisconsin Range 91608,24298,Valid,CM2,106.7,Found,1991,-86.52308,-123.97255
Coyote Dry Lake 002,30453,Valid,H5-6,106.7,Found,1998,35.04753,-116.73092
Pecora Escarpment 02026,18208,Valid,LL6,106.79,Found,2002,-85.63333,-68.7
Yamato 791025,26374,Valid,H4/5,106.8,Found,1979,-71.5,35.66667
Lewis Cliff 85328,12798,Valid,Ureilite,106.8,Found,1985,-84.28641,161.62298
Elephant Moraine 87622,8172,Valid,L6,106.8,Found,1987,-76.27279,156.50674
Yamato 74125,24503,Valid,Diogenite,107,Found,1974,-71.5,35.66667
Acfer 110,119,Valid,L6,107,Found,1990,27.48333,3.8
Acfer 215,223,Valid,L5,107,Found,1991,27.64028,4.17056
Wisconsin Range 91627,24317,Valid,H3.8,107,Found,1991,-86.50985,-122.96218
Lake Frome 004,12441,Valid,H6,107,Found,1992,-30.71061,140.15142
Dar al Gani 156,5704,Valid,H6,107,Found,1996,27.111,16.02167
Dar al Gani 247,5795,Valid,LL6,107,Found,1997,27.2035,16.2
Dar al Gani 974,6514,Valid,CR,107,Found,1999,27.0295,16.37217
Dar al Gani 799,6346,Valid,H6,107,Found,2000,27.03283,16.48967
Dar al Gani 827,6374,Valid,H5,107,Found,2000,26.987,16.437
Dhofar 761,7507,Valid,H6,107,Found,2000,19.06058,54.52113
Tanezrouft 071,23871,Valid,L5,107,Found,2002,25.26667,0.1
United Arab Emirates 027,51049,Valid,L6,107,Found,2009,22.89406,55.1705
Ramlat al Wahibah 023,45894,Valid,H4,107.09,Found,2006,21.37605,58.4277
Elephant Moraine 90491,8900,Valid,L6,107.1,Found,1990,-76.27377,156.43655
Frontier Mountain 90154,10546,Valid,L6,107.1,Found,1990,-72.95614,160.43429
Elephant Moraine 96212,9803,Valid,H5,107.1,Found,1996,-76.18333,157.16667
Asuka 881160,3869,Valid,H4,107.16,Found,1988,-72,26
Grove Mountains 022035,46825,Valid,L6,107.26,Found,2003,-72.78194,75.30194
Yamato 792958,28307,Valid,H4,107.28,Found,1979,-71.5,35.66667
Asuka 881636,4345,Valid,L3,107.29,Found,1988,-72,26
Yamato 790130,25479,Valid,H5,107.3,Found,1979,-71.5,35.66667
Lewis Cliff 88020,13774,Valid,H4,107.3,Found,1988,-84.23202,161.57646
Allan Hills A81119,2079,Valid,L4,107.4,Found,1981,-76.71728,158.71375
Elephant Moraine 83367,8003,Valid,H6,107.4,Found,1983,-76.28778,157.2075
Asuka 881274,3983,Valid,H4,107.41,Found,1988,-72,26
Asuka 882024,4733,Valid,H5,107.44,Found,1988,-72,26
Grove Mountains 022121,46840,Valid,L6,107.56,Found,2003,-72.77889,75.31361
Elephant Moraine 90500,8909,Valid,L6,107.6,Found,1990,-76.27956,156.50727
Jiddat al Harasis 075,30729,Valid,H5,107.6,Found,2004,19.24633,55.03983
Yamato 790948,26297,Valid,L6,107.7,Found,1979,-71.5,35.66667
Pecora Escarpment 91271,18562,Valid,H5,107.7,Found,1991,-85.68896,-69.01215
Sayh al Uhaymir 150,23342,Valid,Martian (shergottite),107.7,Found,2002,20.99203,57.31992
Asuka 881076,3785,Valid,H4,107.71,Found,1988,-72,26
Asuka 882086,4795,Valid,H3,107.78,Found,1988,-72,26
Ramlat as Sahmah 255,35684,Valid,H5,107.8,Found,2005,20.02347,56.46378
Asuka 880637,3346,Valid,H4,107.84,Found,1988,-72,26
Allan Hills 84131,733,Valid,H5,107.9,Found,1984,-76.72553,158.71352
MacAlpine Hills 88196,15360,Valid,H5,107.9,Found,1988,-84.21667,160.5
Graves Nunataks 98037,11029,Valid,Eucrite-br,107.9,Found,1998,-86.71667,-141.5
Hughes 009,11933,Valid,Ureilite,108,Found,1991,-30.41667,129.81667
Queen Alexandra Range 93284,19372,Valid,L5,108,Found,1993,-84,168
Dar al Gani 1008,5625,Valid,H5,108,Found,1999,27.917,16.48767
Dar al Gani 667,6214,Valid,CO3,108,Found,1999,27.05,16.05
Dar al Gani 706,6253,Valid,L4,108,Found,1999,27,16.38333
Dhofar 052,6751,Valid,L6,108,Found,1999,19.15633,54.82417
Dhofar 440,7217,Valid,H5/6,108,Found,2001,18.7513,54.36342
Dhofar 578,7339,Valid,L6,108,Found,2001,18.76628,54.66063
Dhofar 592,7349,Valid,L5/6,108,Found,2001,18.69238,54.19085
Dhofar 730,7484,Valid,Lunar (anorth),108,Found,2002,19.325,54.79167
Dhofar 1156,33859,Valid,H4,108,Found,2005,18.751639,54.352361
Yamato 791579,26928,Valid,L6,108.06,Found,1979,-71.5,35.66667
Asuka 881492,4201,Valid,H3.7,108.07,Found,1988,-72,26
Frontier Mountain 90072,10469,Valid,H5,108.1,Found,1990,-72.95488,160.47328
Queen Alexandra Range 93706,19792,Valid,L5,108.2,Found,1993,-84,168
Grosvenor Mountains 95583,11311,Valid,L6,108.2,Found,1995,-85.66667,175
Grove Mountains 021488,30696,Valid,L5,108.2,Found,2003,-72.95944,75.31028
Allan Hills A79039,1913,Valid,H4,108.3,Found,1979,-76.71667,159.66667
Dhofar 971,33775,Valid,L4,108.3,Found,2004,19.36947,54.83828
Yamato 791449,26798,Valid,L6,108.33,Found,1979,-71.5,35.66667
Yamato 82091,29285,Valid,Howardite,108.35,Found,1982,-71.5,35.66667
LaPaz Icefield 02245,12512,Valid,LL5,108.35,Found,2002,-86.36667,-70
Asuka 881479,4188,Valid,H5,108.39,Found,1988,-72,26
Allan Hills A77266,1577,Valid,H5,108.4,Found,1977,-76.71667,159.66667
Meteorite Hills 96516,16575,Valid,H5,108.4,Found,1996,-79.68333,159.75
LaPaz Icefield 02300,12567,Valid,LL5,108.45,Found,2002,-86.36667,-70
Queen Alexandra Range 97086,20493,Valid,LL5,108.5,Found,1997,-84,168
Jiddat al Harasis 560,54448,Valid,H4,108.6,Found,2008,19.85603,56.10577
