name,id,nametype,recclass,mass,fall,year,reclat,reclong
Northwest Africa 1578,17337,Valid,L6,1549,Found,2001,31.6,-4.38333
Haver’_,11859,Valid,Ureilite,1544,Fell,1971,60.24556,22.06194
Kamyshla,12242,Valid,L6,1540,Found,1981,54,52.2
Dhofar 1642,55398,Valid,H6,1540,Found,2009,18.92618,54.7253
Dhofar 1716,56340,Valid,H5,1540,Found,2010,18.91025,54.63185
Daraj 105,6564,Valid,H5,1539,Found,1986,29.63139,11.76194
Acfer 065,74,Valid,H4-5,1539,Found,1989,27.5,4.28333
Queen Alexandra Range 94207,19849,Valid,L6,1537.4,Found,1994,-84,168
Cook 003,5423,Valid,CK4,1536.9,Found,1986,-30.31833,129.06333
Jiddat al Harasis 087,12146,Valid,H4-6,1532.7,Found,2002,19.58865,56.17588
Queen Alexandra Range 86900,19002,Valid,Mesosiderite,1532.3,Found,1986,-84.60358,162.45587
McCracken,15460,Valid,H4/5,1530,Found,1980,38.525,-99.81
Asab,2343,Valid,H5,1530,Found,1999,-25.43333,17.91667
Hammadah al Hamra 341,53619,Valid,LL5,1530,Found,2001,29.31083,11.6025
Thiel Mountains 99017,23969,Valid,L4,1527.6,Found,2000,-85.16345,-94.85695
Sarir Qattusah 005,23184,Valid,L6,1527,Found,1999,26.8425,15.69183
Yamato 82122,29316,Valid,H6,1521.8,Found,1982,-71.5,35.66667
Dhofar 639,7396,Valid,L6,1521,Found,2001,19.20277,54.60048
Canyonlands,5258,Valid,H6,1520,Found,1961,38.18333,-109.88333
Lahmada 011,12424,Valid,H5,1520,Found,1998,27.23033,-9.7505
Allan Hills 83108,603,Valid,CO3.5,1519.4,Found,1983,-77.04639,157.07722
Sayh al Uhaymir 039,23231,Valid,L6,1516,Found,2000,21.05694,57.27639
Hammadah al Hamra 302,11785,Valid,L6,1514,Found,2000,28.53683,13.312
Leikanger,12761,Valid,L6,1513,Found,1978,61.26667,6.85
Dhofar 662,7419,Valid,H5,1511,Found,2001,19.09815,54.80662
Allan Hills A76002,1309,Valid,"Iron, IAB-MG",1510,Found,1976,-76.71667,159.66667
Dar al Gani 107,5657,Valid,H6,1510,Found,1996,27.1345,16.08933
ShiÅ™r 037,23572,Valid,L5,1508.6,Found,2002,18.54202,53.93747
Burnwell,5175,Valid,H4-an,1504,Fell,1990,37.62194,-82.23722
Dhofar 1580,52586,Valid,LL6,1503,Found,2004,18.56783,54.42683
Richa,22598,Valid,"Iron, IID",1500,Found,1960,10,9
Nazareth (d),16931,Valid,H6,1500,Found,1968,34.58333,-102.08333
Kiffa,12303,Valid,H5,1500,Fell,1970,16.58333,-11.33333
Blackwater Draw,5067,Valid,H4,1500,Found,1979,34.20583,-103.22222
Katagum,35465,Valid,L6,1500,Fell,1999,11.33333,10.08333
Khatiyah,12292,Valid,H5,1500,Found,2000,25.43333,50.78333
Dhofar 935,7637,Valid,H5,1500,Found,2002,19.105,54.81167
Elephant Moraine 87544,8094,Valid,LL4,1499.4,Found,1987,-76.18333,157.16667
Ramlat as Sahmah 113,45914,Valid,L6,1499,Found,2003,20.46543,55.86245
Meadow (a),15465,Valid,H5,1495,Found,1975,33.33139,-102.26889
Dhofar 135,6920,Valid,H4,1495,Found,2000,18.33233,54.2615
Dhofar 673,7430,Valid,L6,1493,Found,2001,19.2063,54.6083
Cave Creek,5299,Valid,H4,1492,Found,1992,31.7045,-110.77917
Kimba,12310,Valid,H4,1492,Found,1997,-33.21667,136.41667
Dar al Gani 612,6159,Valid,H5,1492,Found,1998,27.26917,16.364
Dhofar 043,6742,Valid,H5,1491,Found,1999,19.10533,54.81283
Dar al Gani 058,5574,Valid,L5,1490,Found,1995,27.279,16.21733
Dhofar 1520,52393,Valid,H4,1490,Found,2008,18.6845,54.53967
Ramlat as Sahmah 284,51885,Valid,LL5,1489.6,Found,2009,20.51947,55.80097
La Yesera 004,54649,Valid,L6,1489,Found,2003,-23.28861,-70.47469
Sayh al Uhaymir 524,52009,Valid,L6,1485.7,Found,2009,21.03712,57.2311
Sayh al Uhaymir 552,56348,Valid,L6,1484,Found,2010,20.59627,57.15917
Tanezrouft 013,23814,Valid,L6,1480,Found,1991,25.47556,0.70833
Jiddat al Harasis 357,51625,Valid,H~6,1479.5,Found,2003,19.36197,55.6125
Zillah 001,31355,Valid,L6,1475,Found,1990,29.037,17.0185
Allan Hills A77216,1527,Valid,L3.7-3.9,1470,Found,1977,-76.71667,159.66667
Daraj 004,6543,Valid,H5,1470,Found,1986,29.865,11.69167
Igdi,12002,Valid,Eucrite-mmict,1470,Found,2000,29.23333,-8.36667
Hammadah al Hamra 314,11797,Valid,LL6,1470,Found,2001,28.65467,13.45883
Dar al Gani 1059,56098,Valid,H6,1470,Found,2010,28.28767,15.49467
Meteorite Hills 00444,15679,Valid,H6,1469.6,Found,2000,-79.68333,155.75
Dhofar 444,7219,Valid,L6,1469,Found,2001,18.90838,54.4797
Dhofar 256,7039,Valid,H6,1465.4,Found,2001,18.74583,54.38433
Acfer 024,34,Valid,H5,1464,Found,1989,27.55,3.93333
Queen Alexandra Range 99015,21467,Valid,H5,1460.4,Found,1999,-84,168
Miller Range 99302,16658,Valid,H4,1460,Found,1999,-83.25,157
Dhofar 1568,52434,Valid,H4,1460,Found,2009,18.88333,54.68383
Graves Nunataks 95205,10965,Valid,Ureilite,1459.8,Found,1995,-86.71667,-141.5
Jiddat al Harasis 423,48574,Valid,H4,1457.3,Found,2007,19.78328,56.41393
Dhofar 212,6996,Valid,H3.9,1456,Found,2000,18.86,54.83167
Acfer 365,30432,Valid,L5,1456,Found,2002,27.60933,3.93567
Acfer 366,32782,Valid,CH3,1456,Found,2002,26.60933,3.93567
LaPaz Icefield 02212,12479,Valid,LL5,1456,Found,2002,-86.36667,-70
Claxton,5374,Valid,L6,1455,Fell,1984,32.1025,-81.87278
Hammadah al Hamra 101,11584,Valid,L6,1455,Found,1995,28.662,13.29733
Lahmada 015,12428,Valid,H6,1455,Found,1998,27.2335,-9.75767
Jiddat al Harasis 370,51637,Valid,L~6,1453.1,Found,2003,19.33183,55.81017
MacAlpine Hills 88116,15280,Valid,H5,1453,Found,1988,-84.21667,160.5
Acfer 075,84,Valid,H5,1453,Found,1990,27.51667,3.73333
Dhofar 286,7069,Valid,L6,1453,Found,2001,18.12667,54.115
Dhofar 168,6953,Valid,LL3/4,1452,Found,2000,19.04056,54.58167
Queen Alexandra Range 99011,21463,Valid,H4,1451.9,Found,1999,-84,168
Elephant Moraine 90610,9019,Valid,L6,1450.8,Found,1990,-76.18333,157.16667
Grosvenor Mountains 85203,11212,Valid,H5,1450.4,Found,1985,-85.66667,175
Great Sand Sea 007,11187,Valid,H6,1450,Found,1996,26.91028,26.15167
Dhofar 1515,52389,Valid,H6,1450,Found,2008,18.52533,54.61717
Asuka 882026,4735,Valid,L6,1446.84,Found,1988,-72,26
Aguemour 009,408,Valid,L3.8,1446,Found,1992,27.42861,4.12417
Laundry Rockhole,12738,Valid,H5,1443,Found,1967,-31.53333,127.01667
Maryville,15436,Valid,L6,1443,Fell,1983,35.8,-84.1
Acfer 047,57,Valid,L4,1440,Found,1989,27.83333,4.7
Hammadah al Hamra 242,11725,Valid,L5,1440,Found,1997,29.04117,12.88567
Ramlat as Sahmah 309,51981,Valid,Brachinite,1435.43,Found,2009,20.7658,55.43587
Allan Hills A81017,1977,Valid,L5,1434.4,Found,1981,-76.77361,159.2775
MacAlpine Hills 87304,15247,Valid,L6,1433,Found,1987,-84.21667,160.5
Jiddat al Harasis 500,51405,Valid,H5,1432.2,Found,2007,19.75227,56.30963
Los Vientos 005,57174,Valid,H3,1431,Found,2010,-24.68333,-69.76667
Morro la Mina,16752,Valid,H5,1430,Found,1986,-24.24667,-68.85333
Palca de Aparzo,18074,Valid,L5,1430,Fell,1988,-23.11667,-65.1
Jiddat al Harasis 376,51643,Valid,H5,1429.4,Found,2003,19.3184,55.70303
Yamato 8410,29457,Valid,L5,1427.07,Found,1984,-71.5,35.66667
Allan Hills A76005,1312,Valid,Eucrite-pmict,1425,Found,1976,-76.71667,159.66667
Dar al Gani 647,6194,Valid,Eucrite-mmict,1425,Found,1997,27.16667,16.13333
Dar al Gani 400,5948,Valid,Lunar (anorth),1425,Found,1998,27.3695,16.19883
Pecora Escarpment 91017,18308,Valid,L6,1420.5,Found,1991,-85.68836,-68.34063
Reckling Peak 92404,22413,Valid,LL6,1419.9,Found,1992,-76.22084,158.40541
Great Sand Sea 021,11192,Valid,L5,1416,Found,2002,28.10567,25.54017
Sayh al Uhaymir 259,23432,Valid,H4,1415.13,Found,2002,20.6227,56.94792
Jiddat al Harasis 124,34534,Valid,L5,1414,Found,2001,19.8,54.8
Elephant Moraine 90034,8444,Valid,L6,1413.6,Found,1990,-76.28193,156.40161
Jiddat al Harasis 386,51652,Valid,H~5,1412.9,Found,2003,19.29912,55.794
Allan Hills 85016,882,Valid,L6,1412,Found,1985,-76.99984,156.95922
Dhofar 296,7079,Valid,L5,1412,Found,2000,19.32833,54.7
Al Huwaysah 010,55637,Valid,Achondrite-ung,1411.8,Found,2010,22.74868,55.47218
Asuka 881356,4065,Valid,L6,1403.55,Found,1988,-72,26
O'Malley 001,18017,Valid,H6,1403,Found,1991,-30.75,131.16667
Pecora Escarpment 91023,18314,Valid,LL6,1402.3,Found,1991,-85.68155,-68.4221
Grosvenor Mountains 85201,11210,Valid,"Iron, IIIAB",1400.7,Found,1985,-85.66667,175
ShiÅ™r 041,23576,Valid,L5,1400.2,Found,2002,18.55282,53.9355
Canon City,5253,Valid,H6,1400,Fell,1973,38.47028,-105.24139
Correo,5447,Valid,H4,1400,Found,1979,34.95,-107.16667
Jiddat al Harasis 021,12109,Valid,H5,1400,Found,2000,19.27,56.09333
ShiÅ™r 101,35717,Valid,L6,1400,Found,2002,18.62618,53.91583
Dhofar 1494,51055,Valid,H4,1400,Found,2008,18.68517,54.44203
Acfer 223,231,Valid,L/LL6,1398,Found,1991,27.54194,3.82778
Elephant Moraine 83214,7856,Valid,L6,1397.5,Found,1983,-76.28611,157.24472
El Atchane 008,7785,Valid,H4,1397,Found,1991,30.06222,4.55722
Dar al Gani 851,6398,Valid,L5,1395,Found,1999,27.20217,15.893
Dhofar 631,7388,Valid,H5,1395,Found,2001,19.10982,54.81738
Bouanane,52888,Valid,L6,1395,Found,2009,31.98333,-3.2
Acfer 050,60,Valid,H6,1394,Found,1989,27.65,4.5
Sayh al Uhaymir 241,23414,Valid,H4-6,1391.8,Found,2002,20.56233,57.37607
Severny Kolchim,23507,Valid,H3,1390,Found,1965,60.5,57
Acfer 106,115,Valid,LL6,1390,Found,1990,27.5,3.9
Dar al Gani 635,6182,Valid,H5,1390,Found,1998,26.90483,16.679
El Djouf 002,7798,Valid,H5,1389,Found,1989,23.45,-1.86667
Yamato 790519,25868,Valid,LL,1388.4,Found,1979,-71.5,35.66667
Djebel Chaab 001,7653,Valid,L/LL6,1388,Found,2003,25.22367,0.8456
Yamato 791961,27310,Valid,L3.6,1387,Found,1979,-71.5,35.66667
Queen Alexandra Range 97002,20409,Valid,Howardite,1384.3,Found,1997,-84,168
Queen Alexandra Range 97003,20410,Valid,CM2,1384.3,Found,1997,-84,168
Dar al Gani 155,5703,Valid,H5,1380,Found,1996,27.15617,16.029
Acfer 071,80,Valid,L6,1379,Found,1990,27.63333,4.28333
Hammadah al Hamra 089,11572,Valid,H5,1379,Found,1995,28.46717,13.317
Dar al Gani 191,5739,Valid,CO3,1379,Found,1996,27.1615,15.95083
Dar al Gani 734,6281,Valid,EL4,1378,Found,1997,27.13183,16.05
Dhofar 583,7343,Valid,H6,1378,Found,2001,18.72495,54.1872
Meteorite Hills 01050,16283,Valid,LL6,1375.1,Found,2001,-79.68333,159.75
Northwest Africa 6129,51538,Valid,H6,1374.12,Found,2007,30.45625,-5.48672
Overland Park,18056,Valid,H4,1374,Found,1998,38.96667,-94.66667
Lahmada 013,12426,Valid,H6,1373,Found,1998,27.2335,-9.75817
Dhofar 356,7139,Valid,H6,1372,Found,2000,18.63768,54.73132
Yamato 790462,25811,Valid,L6,1371,Found,1979,-71.5,35.66667
Coyote Dry Lake 115,30466,Valid,H5-6,1369,Found,1999,35.05865,-116.76872
Kackley,45966,Valid,H4,1368,Found,2006,39.71633,-97.8545
Reid 012,22567,Valid,L6,1367,Found,1989,-30.5,128.5
Coyote Dry Lake 064,30461,Valid,H5,1364.31,Found,1999,35.05817,-116.7743
Jiddat al Harasis 100,12159,Valid,H4-5,1362.5,Found,2002,19.51418,56.85202
Tiffa 004,23994,Valid,H5,1362,Found,1997,19.955,11.87517
Dar al Gani 606,6153,Valid,H5,1362,Found,1998,26.879,16.69783
Jiddat al Harasis 393,51659,Valid,H~5,1360.8,Found,2003,19.31817,55.77532
Meteorite Hills 01030,16263,Valid,LL5,1360.2,Found,2001,-79.68333,159.75
Panhandle,18096,Valid,H5,1360,Found,1969,35.33333,-101.38333
Wild Horse,24264,Valid,H5,1360,Found,1979,39.41667,-103.2
Sayh al Uhaymir 437,45929,Valid,H~4,1358.1,Found,2001,21.08997,57.29492
Dhofar 1630,55278,Valid,H5,1357,Found,2004,18.69667,54.37167
Grosvenor Mountains 85208,11217,Valid,L6,1356.9,Found,1985,-85.66667,175
Umm as Samim 012,51876,Valid,H4,1354.8,Found,2009,21.38015,56.29083
Allan Hills A81020,1980,Valid,H5,1352.5,Found,1981,-76.69333,159.07667
Sayh al Uhaymir 326,34553,Valid,L6,1352,Found,2004,21.00833,57.31
Ramlat as Sahmah 308,51909,Valid,H4,1352,Found,2009,20.48785,55.82045
Allan Hills A77294,1604,Valid,H5,1351,Found,1977,-76.71667,159.66667
Jiddat al Harasis 220,35539,Valid,L4-5,1350.6,Found,2005,19.70448,56.6428
Dhofar 916,7619,Valid,H4,1350,Found,2002,19.09667,54.79167
Kirishi,51592,Valid,L4,1350,Found,2006,59.54833,32.11333
Dhofar 127,6912,Valid,H4,1349,Found,2000,19.29133,54.8345
Dhofar 346,7129,Valid,H5,1345,Found,2001,18.915,54.6
Sayh al Uhaymir 005,23197,Valid,Martian (shergottite),1344,Found,1999,20.996,57.32583
Asuka 881855,4564,Valid,H4,1343.04,Found,1988,-72,26
Grosvenor Mountains 95518,11246,Valid,H4,1342.4,Found,1995,-85.66667,175
Tanezrouft 048,23849,Valid,H5,1342,Found,1992,25.3975,0.6075
Acfer 212,220,Valid,H5,1340,Found,1991,27.61278,3.71361
Acfer 055,65,Valid,H5,1338,Found,1989,27.5,3.98333
Dar al Gani 232,5780,Valid,H5,1338,Found,1997,27.16583,16.08617
Dhofar 284,7067,Valid,L6,1337,Found,2001,18.46333,54.03
Dhofar 271,7054,Valid,H4,1335,Found,2000,18.265,54.045
ShiÅ™r 019,23554,Valid,H4,1332.73,Found,2001,18.5475,53.8935
Hammadah al Hamra 151,11634,Valid,L5,1332,Found,1995,28.651,13.46833
Dhofar 624,7381,Valid,H5,1332,Found,2001,19.12012,54.814
Reckling Peak 92405,22414,Valid,L5,1331.5,Found,1992,-76.23065,158.52807
Al Huwaysah 016,55414,Valid,H5,1330.9,Found,2010,22.69813,55.3336
Miller Range 99304,16660,Valid,H5,1330.6,Found,1999,-83.25,157
Sandy Creek,23158,Valid,L5,1330,Found,1999,40.43333,-98.06667
Sayh al Uhaymir 555,56351,Valid,H4/5,1324,Found,2010,20.05132,56.59222
Jiddat al Harasis 283,35600,Valid,L5,1323.9,Found,2005,19.6865,56.14503
Asuka 881229,3938,Valid,L4,1321.22,Found,1988,-72,26
Acfer 378,35480,Valid,LL6,1320,Found,2003,27.4,3.75
Sayh al Uhaymir 182,34004,Valid,L~4,1320,Found,2003,20.72112,57.1269
Al Huqf 052,45822,Valid,H~5,1319.4,Found,2001,19.65675,57.0433
Jiddat al Harasis 006,12094,Valid,H5,1318,Found,1999,19.36,56.29167
Jiddat al Harasis 607,51956,Valid,L6,1317.6,Found,2009,19.90803,55.9086
Elephant Moraine 92031,9433,Valid,L6,1316.6,Found,1992,-76.02319,155.8876
Lewis Cliff 87031,13505,Valid,H5,1315.1,Found,1987,-84.34704,161.34955
LaPaz Icefield 02204,12471,Valid,L5,1313.7,Found,2002,-86.36667,-70
Allan Hills A78251,1864,Valid,L6,1312,Found,1978,-76.71667,159.66667
Yamato 791925,27274,Valid,L4,1311,Found,1979,-71.5,35.66667
Dhofar 653,7410,Valid,H5/6,1308,Found,2001,19.10795,54.81
Elephant Moraine 96020,9614,Valid,L6,1307.5,Found,1996,-76.18333,157.16667
Majuba 003,30754,Valid,H4,1306,Found,2003,40.63078,-118.40918
Dhofar 1467,51610,Valid,L~5,1305.1,Found,2008,18.56615,54.15795
Octave Mine,35633,Valid,H5,1304.2,Found,2004,34.13228,-112.70225
Jonah,12200,Valid,H5,1304,Found,1963,30.625,-97.53333
Hammadah al Hamra 111,11594,Valid,H5,1304,Found,1995,28.62317,13.13167
Dhofar 401,7183,Valid,L5/6,1304,Found,2001,19.30018,54.5332
ShiÅ™r 169,52605,Valid,H5,1304,Found,2004,18.60417,53.96833
Vissannapeta,24188,Valid,Eucrite-cm,1303.8,Fell,1997,16.83333,80.75
Acfer 200,208,Valid,H3-6,1301,Found,1991,27.50194,3.92111
Bowesmont (b),5125,Valid,L5,1300,Found,1972,48.78333,-97.35
Hangman Crossing,11816,Valid,H4,1300,Found,1976,38.91972,-85.94722
Louisville,14716,Valid,L6,1300,Fell,1977,38.25,-85.75
Pampa (f),18088,Valid,L4/5,1300,Found,2000,-23.18333,-70.43333
Dhofar 1666,56381,Valid,L4,1300,Found,2011,19.18085,54.9247
Meteorite Hills 00441,15676,Valid,L5,1299.6,Found,2000,-79.68333,155.75
Dar al Gani 466,6014,Valid,L6,1296,Found,1998,28.01,15.845
Elephant Moraine 87554,8104,Valid,L6,1293.5,Found,1987,-76.2723,156.51413
Queen Alexandra Range 99010,21462,Valid,H5,1293.4,Found,1999,-84,168
MacAlpine Hills 88112,15276,Valid,L6,1288,Found,1988,-84.21667,160.5
Dhofar 110,6895,Valid,H6,1287,Found,2000,18.43683,54.45483
LaPaz Icefield 02206,12473,Valid,CV3,1284.6,Found,2002,-86.36667,-70
Yamato 000749,24356,Valid,Martian (nakhlite),1283,Found,2000,-71.5,35.66667
Queen Alexandra Range 90201,19006,Valid,L5,1282.5,Found,1990,-84.59622,162.33977
Lanxi,12464,Valid,L6,1282,Fell,1986,46.24167,126.19611
Acfer 162,171,Valid,H3-6,1281,Found,1990,27.66667,4.01667
Algarrobo,467,Valid,"Iron, IAB-ung",1280,Found,1959,-27.08333,-70.58333
Hammadah al Hamra 186,11669,Valid,LL6,1280,Found,1996,28.71217,13.27367
Northwest Africa 722,17804,Valid,L-imp melt,1280,Found,2000,31.15,-4.25
Dhofar 470,7231,Valid,H4,1280,Found,2001,19.05083,54.70167
Asuka 881847,4556,Valid,H4,1279.71,Found,1988,-72,26
Reckling Peak A78003,22458,Valid,L6,1276,Found,1978,-76.26667,159.25
Acfer 342,348,Valid,L6,1276,Found,2002,27.59056,4.66278
Qidong,18907,Valid,L/LL5,1275,Fell,1982,32.08333,121.5
Lewis Cliff 88022,13776,Valid,H5,1274.3,Found,1988,-84.24974,161.38359
Queen Alexandra Range 97012,20419,Valid,LL6,1272.5,Found,1997,-84,168
Jiddat al Harasis 583,51928,Valid,H5,1272.5,Found,2009,19.42067,56.69928
Gourara,30665,Valid,H6,1272,Found,2002,29.75883,1.88467
Grosvenor Mountains 95508,11236,Valid,L6,1271.6,Found,1995,-85.66667,175
Daraj 008,6547,Valid,H4,1270,Found,1986,29.57889,11.74944
Yamato 790269,25618,Valid,H4,1269.2,Found,1979,-71.5,35.66667
Usti Nad Orlici,24132,Valid,L6,1269,Fell,1963,49.975,16.375
Sayh al Uhaymir 500,52431,Valid,H6,1269,Found,2009,20.12617,56.56283
Asuka 87350,2707,Valid,H5,1268.84,Found,1987,-72,26
Hammadah al Hamra 217,11700,Valid,H4-5,1267,Found,1997,28.548,13.0285
Northwest Africa 026,17036,Valid,L6,1265,Found,1999,30.33333,-5.83333
Hammadah al Hamra 310,11793,Valid,H6,1265,Found,2000,29.44633,13.204
Lewis Cliff 87033,13507,Valid,H5,1264.2,Found,1987,-84.28333,161.08333
Derrick Peak A78015,6691,Valid,"Iron, IIAB",1260,Found,1978,-80.06667,156.38333
Dhofar 807,7553,Valid,H5,1260,Found,2001,18.50428,54.0859
Kumtag 003,56384,Valid,H5,1260,Found,2011,41.5,93.55
Queen Alexandra Range 93026,19115,Valid,H5,1258.7,Found,1993,-84.63074,162.5054
El M’©dano 086,56598,Valid,H4,1258,Found,2011,-24.85,-70.53333
Sayh al Uhaymir 492,50968,Valid,L6,1257.1,Found,2008,21.26845,57.12872
Hammadah al Hamra 194,11677,Valid,L4,1255,Found,1996,28.65517,13.47017
Dhofar 1593,52599,Valid,H5,1254,Found,2004,18.93583,54.3195
Jiddat al Harasis 065,12127,Valid,L6,1253,Found,2000,19.25207,56.36367
Yamato 791500,26849,Valid,H3/4,1252,Found,1979,-71.5,35.66667
Dosso,7722,Valid,L6,1250,Fell,1962,13.05,3.16667
Sleeper Camp 001,23627,Valid,L6,1250,Found,1962,-30.25,126.33333
Trebbin,24042,Valid,LL6,1250,Fell,1988,52.21667,13.16667
El Djouf 001,7797,Valid,CR2,1250,Found,1989,23.43333,-1.41667
Dar al Gani 570,6117,Valid,L4/5,1250,Found,1997,27.547,15.85933
Starvation Flat,44800,Valid,L5,1250,Found,2002,36.7845,-114.94967
Plainview (e),54437,Valid,H5,1250,Found,2010,34.18513,-101.70558
Shalim 002,23515,Valid,L6,1248,Found,2000,18.70728,55.72135
Dhofar 938,30519,Valid,LL5,1248,Found,2002,19.405,54.575
Dhofar 1638,55286,Valid,L5,1248,Found,2004,18.40617,54.31367
Muzaffarpur,16885,Valid,"Iron, IAB-sHL",1245,Fell,1964,26.13333,85.53333
Delphos (a),6645,Valid,L4,1244.7,Found,1968,34.08333,-103.525
MacAlpine Hills 87305,15248,Valid,L4,1244.2,Found,1987,-84.21667,160.5
Asuka 881061,3770,Valid,H4,1244.18,Found,1988,-72,26
Jiddat al Harasis 512,50925,Valid,H4,1242,Found,2008,19.53085,55.17998
Dhofar 129,6914,Valid,L6,1240,Found,2000,19.29583,54.73183
Yamato 82187,29381,Valid,L6,1238.83,Found,1982,-71.5,35.66667
Elephant Moraine 83207,7849,Valid,H4,1238.3,Found,1983,-76.26889,157.1725
Lakeview,12449,Valid,H4,1238,Found,1970,34.53333,-101.7
Hammadah al Hamra 285,11768,Valid,Howardite,1236,Found,2000,29.03857,13.20712
Belgica 7904,5001,Valid,C2-ung,1234,Found,1979,-72.58333,31.25
Dhofar 541,7302,Valid,H4,1233.3,Found,2000,18.33433,54.18067
Dhofar 864,7610,Valid,L6,1233,Found,2002,18.16333,54.16
Meteorite Hills 00447,15682,Valid,L5,1231.6,Found,2000,-79.68333,155.75
Allan Hills A77281,1591,Valid,L6,1231,Found,1977,-76.71667,159.66667
Elephant Moraine 87535,8085,Valid,L6,1230.8,Found,1987,-76.27512,156.36181
Acfer 206,214,Valid,H5,1229,Found,1991,27.69083,4.37861
San Juan 001,23126,Valid,L5,1229,Found,2001,-25.575,-69.795
Al Huwaysah 005,55636,Valid,L(LL)3.5-3.7,1228.1,Found,2010,22.73342,55.33122
Yamato 794044,28998,Valid,L6,1228,Found,1979,-71.5,35.66667
Dar al Gani 461,6009,Valid,L6,1228,Found,1998,28.019,15.86333
El M’©dano 078,56378,Valid,L6,1228,Found,2011,-24.85,-70.53333
Queen Alexandra Range 94213,19855,Valid,L6,1227,Found,1994,-84,168
Hammadah al Hamra 221,11704,Valid,H4-5,1227,Found,1997,29.22083,11.54067
LaPaz Icefield 02205,12472,Valid,Lunar (basalt),1226.3,Found,2002,-86.36667,-70
Ramlat as Sahmah 227,35659,Valid,L4,1226.2,Found,2003,20.56085,56.08235
Dar al Gani 142,5691,Valid,H5/6,1225,Found,1996,27.24733,16.39733
Jiddat al Harasis 656,55564,Valid,L6,1225,Found,2011,19.65282,55.74852
Yamato 793539,28888,Valid,LL6,1224,Found,1979,-71.5,35.66667
Dhofar 1588,52594,Valid,L5,1224,Found,2004,18.99317,54.27933
Elephant Moraine 87547,8097,Valid,H6,1223.2,Found,1987,-76.04544,156.09938
Ramlat as Sahmah 310,51982,Valid,H3-6,1223.2,Found,2009,20.78308,55.44327
Dhofar 1655,55573,Valid,L6,1218,Found,2011,18.39778,54.49128
Oued el Hadjar,18050,Valid,LL6,1215.5,Fell,1986,30.18,-6.57717
Toulon,24035,Valid,H5,1214.5,Found,1962,41.11667,-89.80833
Dar al Gani 036,5552,Valid,LL6,1214,Found,1995,27.10383,16.30867
Elephant Moraine 83202,7844,Valid,L5-6,1213.2,Found,1983,-76.29944,157.21694
Pingrup,55547,Valid,H5-melt breccia,1213,Found,2011,-33.58316,118.65662
Jiddat al Harasis 263,35580,Valid,H5,1212.5,Found,2005,19.99702,56.51212
Sayh al Uhaymir 415,35704,Valid,H5,1212.5,Found,2005,19.99702,56.51212
Jiddat al Harasis 095,12154,Valid,L6,1211.57,Found,2002,19.98358,56.77298
Dhofar 1290,34506,Valid,LL4,1211.3,Found,2004,18.57,54.42333
Hammadah al Hamra 258,11741,Valid,L5/6,1210,Found,1998,28.8585,11.43217
Hammadah al Hamra 213,11696,Valid,L3-6,1209,Found,1997,28.482,13.31867
Allan Hills A79025,1900,Valid,H5,1208,Found,1979,-76.71667,159.66667
Elephant Moraine 83228,7870,Valid,Eucrite-pmict,1206,Found,1983,-76.28528,157.23889
Graves Nunataks 95203,10963,Valid,L5,1205.9,Found,1995,-86.71667,-141.5
Asuka 881380,4089,Valid,H4,1202.08,Found,1988,-72,26
Graves Nunataks 98015,11007,Valid,H5,1201.9,Found,1998,-86.71667,-141.5
Jiddat al Harasis 354,51622,Valid,L~6,1200.8,Found,2003,19.36337,55.6354
Hart Camp,11846,Valid,H6,1200,Found,1970,33.99833,-102.17667
Iguaracu,12003,Valid,H5,1200,Fell,1977,-23.2,-51.83333
Suwanee Spring,23768,Valid,L5,1200,Found,1979,34.95,-107.16667
Eltanin,10028,Valid,Mesosiderite,1200,Found,1981,-57.78667,-90.79333
Oyogos-Yar,18064,Valid,H4,1200,Found,1990,72.68333,143.53333
Muckera 005,16825,Valid,L6,1200,Found,1991,-30.3695,130.05533
Hammadah al Hamra 080,11563,Valid,H6,1200,Found,1995,28.6495,13.02133
Dhofar 781,7527,Valid,H5,1200,Found,2000,18.57135,54.71478
MacAlpine Hills 87306,15249,Valid,L4,1198.7,Found,1987,-84.21667,160.5
El M’©dano 177,57325,Valid,H~5,1198,Found,2011,-24.85,-70.53333
Hammadah al Hamra 171,11654,Valid,H5,1195,Found,1996,28.61883,13.36267
Grosvenor Mountains 95506,11234,Valid,H5,1194.5,Found,1995,-85.66667,175
Northwest Africa 477,17745,Valid,H5,1194,Found,2000,32.03333,-4.17667
Seminole Draw (b),23494,Valid,H5,1192.7,Found,1976,32.71667,-102.65
Meteorite Hills 00449,15684,Valid,LL6,1192.3,Found,2000,-79.68333,155.75
Ramlat as Sahmah 343,55435,Valid,H5,1192,Found,2010,20.49517,55.52437
Dar al Gani 020,5536,Valid,L4/5,1190,Found,1995,27.07717,16.19317
Dar al Gani 600,6147,Valid,H5,1190,Found,1998,26.91633,16.67483
Jiddat al Harasis 378,51645,Valid,L~6,1186.3,Found,2003,19.2893,55.71468
Jiddat al Harasis 206,35525,Valid,Mesosiderite,1185.51,Found,2002,19.98715,56.4177
Dhofar 098,6797,Valid,H5,1185,Found,1999,18.755,54.50833
Seminole (b),23489,Valid,H4,1184,Found,1965,32.54333,-102.705
Tanezrouft 004,23805,Valid,H4/5,1183,Found,1989,25.46667,0.66667
